,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
40286,LP001259,Harold,Alexander,Female,29,Yes,1,Not Graduate,No,2831,2013.0984976441741,102.79117395084626,360.0,1.0,Rural,Y,33161,Miami,25.93,-80.5
40289,LP001207,Aria,Coleman,Male,38,No,1,Graduate,No,6465,2530.394178065013,161.44942843378752,300.0,1.0,Urban,Y,33030,Miami,25.7,-80.24
40292,LP002318,Mariano,Alexander,Male,24,Yes,1,Not Graduate,No,3336,1442.7215582165593,111.53389440466248,360.0,1.0,Urban,N,33165,Miami,25.67,-80.36
40294,LP002534,Ellen,Rivera,Male,24,Yes,0,Graduate,No,5128,2312.910655221738,155.02105110603003,360.0,1.0,Semiurban,Y,33165,Miami,25.78,-80.2
40296,LP001205,Hunter,Alexander,Female,25,No,1,Graduate,Yes,1173,1847.7746755938879,99.48388077953062,360.0,0.0,Semiurban,Y,33149,Miami,25.92,-80.16
40297,LP001024,Brittany,Parker,Female,26,Yes,0,Not Graduate,No,3490,3454.1719556986313,226.20171433921072,360.0,0.0,Rural,Y,33150,Miami,25.53,-80.41
40299,LP001871,Liam,Davidson,Male,54,No,0,Graduate,No,1909,4009.0790830282576,140.4094259678178,360.0,1.0,Semiurban,N,33122,Miami,25.7,-80.31
40301,LP002734,Carlos,Alexander,Male,25,No,1,Graduate,No,1031,1912.1366879308857,119.32048758505196,360.0,1.0,Semiurban,N,33149,Miami,25.9,-80.38
40302,LP001384,Sidney,Henderson,Male,29,No,0,Not Graduate,Yes,2387,1910.4587085086087,177.6797964099209,360.0,0.0,Rural,Y,33187,Miami,25.6,-80.36
40303,LP002403,Bernard,Taylor,Female,41,No,0,Graduate,No,1847,3547.897724210544,119.84269683595262,360.0,1.0,Urban,Y,33160,Miami Beach,25.6,-80.47
40308,LP002301,Blake,Mitchell,Male,38,No,0,Graduate,No,871,822.2603380680468,177.16238600063105,360.0,1.0,Rural,Y,33012,Hialeah,25.83,-80.24
40310,LP002315,Miguel,Alexander,Male,21,No,2,Graduate,No,2996,1321.0353628342011,120.33278276811065,360.0,0.0,Semiurban,Y,33035,Miami,25.86,-80.3
40311,LP002347,Hayden,Coleman,Male,39,Yes,0,Graduate,No,2444,3785.497672502509,111.08730072278219,360.0,1.0,Urban,Y,33034,Miami,25.76,-80.41
40313,LP001977,Aurora,Parker,Male,34,Yes,0,Graduate,No,2213,926.8317127380035,96.40082753788377,360.0,0.0,Rural,Y,33031,Miami,25.77,-80.41
40317,LP002706,Kenneth,Parker,Male,23,Yes,3+,Graduate,No,2447,2894.579290734158,163.70711760506387,360.0,1.0,Rural,Y,33158,Homestead,25.89,-80.16
40322,LP002684,Angela,Riley,Male,22,Yes,0,Not Graduate,No,2183,1300.5221866116597,117.1034948939146,360.0,1.0,Rural,Y,33162,Miami,25.48,-80.24
40324,LP001870,Bryce,Hayes,Female,49,No,1,Not Graduate,Yes,2162,1790.1380918234422,239.0039227260618,180.0,1.0,Rural,Y,33032,North Miami Beach,25.73,-80.36
40330,LP001699,Felix,Owens,Male,21,No,0,Graduate,No,2389,3187.385173308959,149.49461512636952,360.0,1.0,Rural,Y,33167,Hialeah,25.85,-80.18
40331,LP001744,Abel,Baker,Male,26,No,3+,Graduate,No,1423,2401.7051656450876,98.54792152972435,360.0,1.0,Rural,N,33144,Miami,25.88,-80.19
40332,LP001925,Pedro,Morris,Male,21,No,0,Graduate,No,6885,2147.3930642588557,250.52670594087982,360.0,1.0,Semiurban,N,33158,Miami,25.5,-80.18
40333,LP002459,Terry,Stone,Male,25,Yes,0,Graduate,No,2304,2047.662537486748,106.94542762328622,360.0,1.0,Semiurban,Y,33137,Miami,25.56,-80.15
40341,LP001658,Freddie,Bryant,Male,23,No,0,Graduate,No,2432,4020.0829099302046,236.57209399297915,360.0,1.0,Rural,Y,33013,Miami,25.86,-80.24
40342,LP001345,Esther,Alexander,Male,24,Yes,1,Graduate,No,1159,1752.8319742422548,92.94779800213456,360.0,0.0,Rural,Y,33182,Miami,25.88,-80.36
40349,LP001570,Stuart,Myers,Male,43,No,0,Not Graduate,No,5648,2834.1283915736503,114.97296422091176,360.0,1.0,Rural,Y,33015,Hialeah,25.64,-80.15
40353,LP002556,Clarissa,Wilson,Male,32,Yes,0,Not Graduate,No,1867,838.2688283398281,127.61442851417928,360.0,0.0,Semiurban,Y,33136,Miami,25.83,-80.39
40355,LP001473,Alonso,Perry,Male,23,No,0,Graduate,No,894,1078.605374993478,111.03800615403647,360.0,1.0,Semiurban,Y,33039,Miami,25.68,-80.15
40356,LP002379,Kelvin,Alexander,Male,25,No,0,Graduate,No,3331,2459.4506459108816,99.56501569983321,360.0,1.0,Urban,Y,33184,Miami,25.77,-80.41
40357,LP001657,Ellen,Lee,Female,24,Yes,1,Graduate,No,1997,3141.336240962295,103.18273396585487,300.0,0.0,Semiurban,Y,33014,Hialeah,25.56,-80.15
40359,LP001910,Isaac,Drake,Male,34,No,0,Graduate,No,2701,3350.5750853898185,107.1479408314673,360.0,1.0,Rural,Y,33149,North Miami Beach,25.78,-80.31
40360,LP001978,Kevin,Stone,Male,47,Yes,2,Graduate,No,3685,1697.7959575836762,107.81750914316741,84.0,1.0,Semiurban,N,33183,Miami,25.88,-80.3
40361,LP002912,Curtis,Franklin,Male,24,Yes,2,Graduate,No,3596,2781.331081056525,110.24741717928616,360.0,0.0,Semiurban,N,33194,Miami,25.64,-80.38
40363,LP002335,Jefferson,Bailey,Male,24,Yes,0,Graduate,No,1506,1887.5075013796022,186.62695322210337,360.0,1.0,Semiurban,Y,33185,Homestead,25.64,-80.31
40365,LP002262,Esteban,Vaughan,Male,27,Yes,0,Graduate,No,1965,3697.8595674573635,117.78246635620036,180.0,1.0,Urban,N,33136,Miami,25.79,-80.47
40369,LP002941,Mariano,Morales,Male,28,Yes,2,Graduate,No,2147,1214.72082442509,99.05209748218039,360.0,1.0,Semiurban,Y,33158,Miami,25.52,-80.3
40371,LP001790,Delilah,Taylor,Male,23,No,0,Graduate,No,1480,3902.437455254527,148.11738020470443,360.0,1.0,Semiurban,Y,33137,Miami,25.68,-80.26
40372,LP002689,Samuel,Gilbert,Male,26,Yes,1,Graduate,No,1797,2851.8659880000296,171.79557439527298,360.0,1.0,Rural,N,33175,Miami Beach,25.9,-80.14
40379,LP002738,Norberto,Alexander,Male,41,Yes,1,Graduate,No,1325,1877.1165564988096,118.28754955098681,360.0,1.0,Semiurban,Y,33131,Miami,25.75,-80.41
40383,LP001698,Felix,Griffin,Male,20,No,2,Graduate,No,1562,1614.6267553954094,192.4792145290049,360.0,1.0,Urban,N,33181,Hialeah,25.81,-80.29
40387,LP001066,Ernesto,Brooks,Female,30,No,3+,Graduate,No,1745,3848.11087373014,138.65465392319464,36.0,1.0,Rural,N,33185,Hialeah,25.81,-80.39
40388,LP001116,Scott,Alexander,Male,36,Yes,2,Not Graduate,Yes,2051,1272.3727366350029,117.69243004226244,360.0,0.0,Rural,Y,33054,Homestead,25.76,-80.28
40391,LP002931,Vincent,Parker,Male,39,No,0,Graduate,No,1800,3184.955789268924,184.09336134785474,360.0,1.0,Semiurban,Y,33146,Miami,25.73,-80.51
40396,LP001925,Terrence,Fisher,Male,46,No,0,Graduate,No,2294,1915.1339089519747,92.83581768465447,360.0,1.0,Semiurban,Y,33179,Hialeah,25.96,-80.18
40406,LP001577,Scott,Perez,Male,41,Yes,2,Graduate,Yes,2545,2486.5374879432134,154.43777369230054,360.0,1.0,Rural,Y,33035,Miami,25.79,-80.4
40408,LP002409,Ruben,Andrews,Female,23,Yes,1,Not Graduate,No,1322,1634.0632512819013,146.0135567154475,360.0,1.0,Semiurban,N,33130,Miami,25.5,-80.23
40413,LP001036,Carlos,Barnes,Male,44,Yes,0,Graduate,Yes,3092,2118.0122677487784,133.57373460788574,360.0,1.0,Rural,Y,33131,Miami,25.76,-80.4
40414,LP002126,Panfilo,Rivera,Male,36,Yes,0,Graduate,No,791,1984.554426662907,106.90079112690455,360.0,1.0,Rural,Y,33186,Miami,25.81,-80.34
40417,LP002493,Lawrence,Parker,Female,40,No,2,Graduate,No,6679,2836.376447388742,211.0934634458307,360.0,0.0,Urban,N,33030,Miami,25.73,-80.2
40418,LP001013,Horace,Alexander,Male,45,No,0,Not Graduate,No,1148,1077.429142772554,237.9890563326859,360.0,0.0,Rural,Y,33010,Homestead,25.96,-80.35
40420,LP002236,Jesus,Morris,Male,30,No,0,Graduate,No,1138,1292.3719244496056,103.33919379649531,360.0,0.0,Rural,N,33173,Miami,25.9,-80.28
40421,LP001404,Pierre,Rivera,Male,20,Yes,0,Graduate,No,868,1596.6711607633538,108.35977454902589,360.0,1.0,Urban,Y,33181,Miami,25.93,-80.32
40422,LP001333,Charlotte,Rogers,Male,44,No,0,Graduate,No,6414,1360.4121013698182,113.41966898221494,360.0,1.0,Urban,Y,33150,Miami,25.52,-80.21
40424,LP001233,Cesar,Knight,Male,24,No,0,Graduate,No,1529,2094.03365474458,196.07961905761698,360.0,1.0,Rural,Y,33136,Miami,25.81,-80.28
40426,LP002519,Jefferson,Wilson,Male,29,No,0,Graduate,No,1463,1263.6519900395274,137.20747648593107,360.0,1.0,Urban,N,33014,Miami,25.9,-80.24
40428,LP002262,Dylan,Gonzales,Male,24,No,0,Graduate,No,1304,2196.8396938673823,146.5612613552068,360.0,1.0,Urban,Y,33122,Miami,25.78,-80.5
40431,LP002916,Hailey,Stone,Male,43,Yes,0,Graduate,No,1794,4043.432715761617,98.98096243733444,360.0,1.0,Urban,Y,33015,Miami,25.86,-80.36
40432,LP001030,Francisco,Bennett,Male,48,No,0,Graduate,No,2017,1426.6635235337126,269.2136448407708,360.0,1.0,Rural,Y,33170,Miami,25.78,-80.3
40435,LP001432,Felipe,Adams,Male,52,No,0,Graduate,No,1617,2178.912296607908,288.507894496501,360.0,1.0,Urban,N,33158,Miami,25.7,-80.36
40441,LP002086,Trevor,Simmons,Male,29,No,1,Graduate,No,1298,2108.911427487141,166.7654504518078,360.0,0.0,Semiurban,Y,33145,Miami,25.48,-80.36
40443,LP001086,Dario,Ruiz,Male,36,Yes,2,Graduate,No,1066,530.4966638760513,142.51610104269943,360.0,1.0,Semiurban,N,33030,Hialeah,25.78,-80.4
40444,LP001677,Manuel,Clark,Male,27,No,0,Graduate,No,2409,2268.7014748304773,92.79266986380364,360.0,1.0,Rural,N,33015,Hialeah,25.81,-80.34
40447,LP002131,Evelyn,Alexander,Male,33,No,3+,Not Graduate,No,2760,2164.14210963271,184.99722591797095,300.0,1.0,Rural,Y,33149,Miami,25.73,-80.21
40448,LP001120,Mario,Garcia,Female,27,Yes,0,Graduate,Yes,3424,1143.4468264822904,231.28913224697456,480.0,1.0,Semiurban,Y,33016,Miami,25.49,-80.18
40449,LP002788,Charlotte,Clark,Male,34,No,0,Not Graduate,Yes,5306,1085.2761414784102,186.5500778067261,360.0,1.0,Urban,Y,33176,Miami,25.68,-80.36
40451,LP002723,Alonso,Coleman,Male,36,Yes,3+,Graduate,No,1675,2466.974971088106,135.28339004584262,360.0,0.0,Rural,Y,33184,Miami,25.81,-80.21
40457,LP001570,Isabella,Daniels,Male,24,Yes,0,Graduate,Yes,5542,1158.8851923316238,99.25563207780104,180.0,1.0,Semiurban,N,33184,Miami,25.89,-80.36
40458,LP002082,Aria,Rivera,Male,23,No,0,Not Graduate,No,1357,2318.9337011328057,122.27461035860176,360.0,1.0,Semiurban,N,33142,Miami,25.6,-80.34
40460,LP002453,Marc,Wood,Male,28,No,0,Graduate,No,1122,1668.1116789019745,191.38715671928483,360.0,1.0,Rural,N,33131,Miami,25.7,-80.28
40461,LP002031,Gaspar,Kelly,Male,21,Yes,0,Graduate,Yes,1544,2026.797876641344,94.65228678338407,360.0,1.0,Semiurban,Y,33145,Homestead,25.48,-80.27
40462,LP002768,Osvaldo,Dawson,Female,28,Yes,2,Graduate,Yes,3021,2188.533999721238,236.83002129669612,180.0,1.0,Rural,Y,33154,Homestead,25.49,-80.33
40463,LP002961,Noel,Lopez,Male,19,Yes,0,Not Graduate,Yes,1190,1211.0134400284162,182.34923067281662,360.0,1.0,Rural,N,33155,Miami,25.82,-80.27
40464,LP002534,Fiona,Phillips,Male,41,No,0,Graduate,No,2665,1524.6082025182286,145.38727501834853,360.0,1.0,Rural,Y,33136,Miami,25.71,-80.21
40465,LP001014,Ellen,Bell,Male,22,No,0,Graduate,No,1206,1577.074612436398,132.35460888754085,360.0,1.0,Rural,Y,33126,Miami,25.9,-80.27
40469,LP002387,Horace,Wilson,Male,26,No,0,Not Graduate,No,2197,1357.6806711611885,133.73962695398862,360.0,1.0,Rural,Y,33161,Miami,25.66,-80.45
40470,LP001580,Patrick,Coleman,Male,31,No,2,Graduate,No,1016,2799.5531342859167,138.07000796275736,360.0,1.0,Urban,Y,33169,Miami,25.56,-80.27
40472,LP002837,Elliot,Alexander,Male,44,Yes,0,Not Graduate,Yes,2011,2380.3694511975596,202.52827469253856,360.0,0.0,Rural,Y,33176,Miami,25.96,-80.18
40475,LP001289,Matias,Parker,Male,19,No,2,Graduate,No,1204,2111.029277684467,114.13423607530687,360.0,1.0,Semiurban,Y,33135,Miami Beach,25.53,-80.36
40476,LP001279,Pedro,Alexander,Male,45,Yes,1,Graduate,No,1032,1235.6314377781955,161.93118006640444,180.0,1.0,Rural,Y,33170,Miami,25.77,-80.36
40478,LP001151,Mariano,Gilbert,Female,32,No,0,Graduate,No,1093,2593.1956003506175,150.265587583024,360.0,1.0,Rural,Y,33182,Miami,25.77,-80.3
40480,LP002129,Sean,Rivera,Male,41,No,1,Graduate,No,1092,2276.838685914187,96.94747491774052,180.0,1.0,Rural,Y,33149,Miami Beach,25.67,-80.41
40485,LP002807,Ellen,Bryant,Female,21,Yes,0,Graduate,No,1281,767.2379561665814,123.3498898876102,360.0,1.0,Rural,Y,33162,North Miami Beach,25.73,-80.14
40490,LP001871,Jared,Lawson,Male,27,No,1,Graduate,Yes,1582,1453.811431941348,98.26089463408307,300.0,1.0,Rural,Y,33177,Miami,25.96,-80.26
40499,LP001379,Amador,Rivera,Male,24,No,0,Graduate,No,2911,3855.275824207801,156.97056839868122,360.0,1.0,Rural,Y,33031,Miami,25.46,-80.27
40501,LP001792,Juvenal,Alexander,Male,25,No,0,Graduate,No,1837,1272.2352670252214,120.45850849316935,360.0,1.0,Urban,Y,33018,Miami,25.91,-80.2
40502,LP002244,Alberto,Richards,Female,21,Yes,0,Graduate,No,2337,1504.9917879311092,100.97714441757924,360.0,1.0,Urban,Y,33158,Miami,25.96,-80.36
40504,LP001993,Gustavo,Blake,Male,38,No,1,Not Graduate,Yes,2164,3885.4977319584505,146.6220584511089,360.0,0.0,Urban,Y,33158,Miami Gardens,25.85,-80.4
40510,LP002868,Nelson,Morales,Male,28,Yes,0,Graduate,No,1793,795.698027864025,94.37126239286299,360.0,1.0,Urban,Y,33149,Miami,25.76,-80.3
40515,LP001030,Alberto,Rivera,Male,26,No,0,Graduate,No,2041,4089.557844883891,134.49301814146463,360.0,1.0,Rural,N,33173,Hialeah,25.56,-80.21
40519,LP002777,Daisy,Bryant,Male,36,No,0,Not Graduate,No,2323,2189.0315344970163,145.00591504831772,360.0,1.0,Urban,N,33138,Miami,25.78,-80.19
40521,LP001289,Harper,Parker,Male,37,No,0,Graduate,No,7954,1621.5766699268445,116.08359274110639,360.0,1.0,Semiurban,Y,33031,Miami,25.78,-80.28
40527,LP002821,Oscar,Bell,Male,26,Yes,0,Graduate,No,4358,2704.1989511066895,113.68393476816415,360.0,1.0,Urban,Y,33136,Miami,25.76,-80.32
40533,LP001238,Daniel,Ford,Male,41,No,0,Graduate,No,1873,2193.290587239865,140.08185353710633,360.0,1.0,Semiurban,N,33018,Miami,25.78,-80.29
40535,LP001910,Blake,Harris,Female,26,Yes,0,Graduate,No,1667,1477.828943823116,145.2604004613087,360.0,0.0,Rural,Y,33143,Miami,25.76,-80.45
40538,LP001666,Natividad,Alexander,Male,35,No,1,Graduate,No,2001,1013.506959581621,123.26223544916948,360.0,1.0,Semiurban,Y,33139,Miami,25.96,-80.26
40541,LP001518,Aurora,Stone,Male,25,Yes,0,Not Graduate,No,2017,1454.4493904530984,227.8438532801115,360.0,1.0,Semiurban,Y,33184,Miami Beach,25.78,-80.41
40543,LP002262,Isabella,Alexander,Male,32,No,0,Graduate,Yes,987,1949.5219106415175,149.43267187924104,360.0,1.0,Semiurban,Y,33184,Hialeah,25.85,-80.36
40545,LP001384,Pedro,Alexander,Male,23,Yes,2,Graduate,Yes,1950,1147.7425389558962,105.45257054584042,480.0,0.0,Rural,Y,33179,Miami,25.77,-80.16
40547,LP001011,Patrick,Flores,Male,27,No,3+,Graduate,No,2381,2170.0414481004113,140.33030006663677,180.0,1.0,Semiurban,Y,33179,Hialeah,25.81,-80.46
40548,LP002239,Heather,Castro,Female,24,No,2,Graduate,Yes,1559,2349.422484059981,113.93501821734944,360.0,0.0,Rural,Y,33127,Miami,25.86,-80.15
40553,LP001233,Homero,Perez,Female,37,No,1,Graduate,No,5511,4211.253771763063,92.86897803265151,360.0,0.0,Rural,Y,33182,Miami Beach,25.61,-80.14
40554,LP002277,Evelyn,Parker,Male,22,Yes,0,Graduate,No,1156,705.7389736565058,100.65278734162779,360.0,1.0,Semiurban,N,33131,Miami,25.9,-80.51
40555,LP001279,Rory,Hughes,Male,33,No,0,Graduate,No,1415,2486.526723007946,124.50077580713705,360.0,0.0,Urban,Y,33176,Miami,25.78,-80.51
40557,LP001691,Freddie,Parks,Female,22,Yes,0,Graduate,No,1739,1002.2890883900973,113.6256050988627,360.0,1.0,Semiurban,N,33149,Miami,25.9,-80.15
40558,LP001263,Elizabeth,Rivera,Male,39,No,0,Graduate,No,1413,951.0827131506682,127.1865269578104,360.0,0.0,Rural,N,33137,Miami,25.9,-80.46
40559,LP002487,Heather,Reed,Male,44,No,0,Graduate,No,2176,1232.30492684653,180.67009160583308,84.0,1.0,Urban,Y,33015,Miami,25.9,-80.51
40562,LP001018,Alejandro,White,Male,44,No,0,Graduate,No,2088,1170.6146294571472,128.1868014040509,360.0,0.0,Urban,N,33185,Homestead,25.81,-80.36
40563,LP002345,Liam,White,Male,33,No,0,Graduate,No,3046,2584.1379231321685,135.86686873063067,360.0,1.0,Rural,Y,33150,Miami,25.73,-80.31
40564,LP002053,Clara,Lopez,Male,29,No,1,Graduate,Yes,970,785.7403881772491,99.61805022753347,360.0,0.0,Rural,Y,33142,Miami,25.76,-80.3
40567,LP002467,Chloe,Rivera,Male,44,No,1,Graduate,No,1278,2344.5573096999647,100.90907137432076,480.0,1.0,Semiurban,Y,33130,Miami Beach,25.52,-80.21
40569,LP001263,Titus,McBride,Male,24,No,0,Graduate,No,1120,1132.8080370399546,156.67015172913239,180.0,1.0,Rural,Y,33146,Homestead,25.85,-80.13
40575,LP002449,Fernando,Parker,Male,36,No,0,Not Graduate,No,3433,2009.6549509403462,158.53551060264238,360.0,0.0,Rural,N,33030,Miami,25.93,-80.3
40578,LP002140,Hailey,Rivera,Male,23,Yes,0,Graduate,No,1801,2246.097612756086,94.362230047535,360.0,1.0,Urban,N,33138,Miami,25.71,-80.31
40579,LP001146,Jesse,Ortiz,Male,23,No,0,Graduate,No,1615,612.4294792541482,149.8276383553626,360.0,0.0,Semiurban,N,33030,Miami Beach,25.9,-80.14
40582,LP001892,Manuel,Ramirez,Male,27,No,2,Not Graduate,No,1870,1427.699312828042,124.75459542837848,360.0,1.0,Urban,Y,33032,Miami,25.77,-80.26
40583,LP001531,Sherman,Ramirez,Male,20,No,0,Graduate,No,2575,1479.6872235814744,118.74332421491175,480.0,1.0,Semiurban,Y,33183,Miami,25.72,-80.36
40584,LP002181,Basilio,Alexander,Male,32,No,2,Graduate,No,1145,3719.526975248291,138.6808415495422,360.0,0.0,Rural,Y,33181,Key Biscayne,25.81,-80.15
40587,LP002836,Ambrosio,Ruiz,Male,35,Yes,0,Graduate,No,2724,2712.58568867534,181.52404428066905,360.0,1.0,Semiurban,Y,33140,Miami,25.9,-80.24
40588,LP001653,Raymond,Walker,Male,41,No,1,Not Graduate,No,2245,1908.2220882234324,200.4628516940966,360.0,1.0,Rural,Y,33161,Miami,25.85,-80.2
40592,LP001925,Herbert,Collins,Male,33,Yes,0,Graduate,No,3189,2651.4454530905527,115.46386506217749,360.0,1.0,Semiurban,Y,33054,Miami,25.9,-80.38
40593,LP001013,Garrett,Daniels,Male,31,Yes,0,Graduate,No,1421,1897.363204430243,105.23710839574271,360.0,1.0,Rural,Y,33178,Opa Locka,25.6,-80.14
40595,LP001036,Edward,Perez,Female,30,No,0,Graduate,No,2140,3478.8905217267975,156.9303052188767,360.0,1.0,Rural,N,33181,Miami,25.49,-80.27
40596,LP001379,Felipe,Ramirez,Male,22,No,0,Graduate,No,1771,3594.0882364285935,110.65525190512689,360.0,0.0,Semiurban,Y,33150,Homestead,25.92,-80.24
40599,LP002265,Jessica,Rivera,Male,49,No,0,Graduate,No,2279,1606.4970346166738,121.51696326465522,360.0,1.0,Urban,Y,33169,Miami,25.72,-80.3
40605,LP001112,Perry,Parker,Male,45,Yes,0,Not Graduate,Yes,2246,1094.1279218121806,154.16660916147728,360.0,0.0,Rural,N,33136,Miami,25.76,-80.15
40607,LP002821,Andrew,Snyder,Male,44,Yes,0,Graduate,No,1805,1910.293505103992,129.88007459957038,180.0,1.0,Rural,Y,33134,Miami,25.89,-80.45
40610,LP002643,Juan,Parker,Male,25,No,0,Graduate,No,1222,507.71826255437827,93.23511348395581,360.0,0.0,Semiurban,Y,33182,Hialeah,25.73,-80.31
40612,LP002716,Diego,Hernandez,Female,34,Yes,3+,Graduate,No,1420,3180.0562361024117,99.10474361763693,360.0,1.0,Rural,Y,33190,Miami,25.61,-80.33
40613,LP002652,Ruben,Bryant,Male,34,Yes,0,Graduate,No,1183,1562.1279785156917,242.25799366335085,360.0,1.0,Semiurban,Y,33031,Miami,25.53,-80.36
40620,LP001011,Alex,Johnson,Male,24,No,0,Graduate,No,5238,3763.3631670289797,264.7389068065874,480.0,1.0,Semiurban,Y,33196,Hialeah,25.56,-80.3
40621,LP001482,Luciano,Gilbert,Male,36,Yes,1,Graduate,No,2451,2809.266729474669,253.51305722783457,360.0,1.0,Rural,Y,33135,Miami,25.7,-80.14
40623,LP001577,Diana,Parker,Female,26,Yes,2,Graduate,No,2305,2506.158547608038,95.21456191021164,360.0,0.0,Rural,N,33156,Miami,25.78,-80.4
40628,LP002345,Francesca,Alexander,Male,32,Yes,0,Graduate,No,3179,1269.0397758664756,197.11581447427974,360.0,1.0,Urban,Y,33129,Miami,25.7,-80.14
40630,LP002734,Erica,Gross,Female,49,No,2,Graduate,No,999,2639.091085234954,183.0150682038893,360.0,1.0,Urban,Y,33129,Miami,25.5,-80.36
40632,LP002277,Tony,Rivera,Male,37,No,0,Not Graduate,Yes,1404,1737.7755587232978,165.48441884767885,360.0,1.0,Urban,Y,33039,Miami,25.68,-80.18
40637,LP001713,Blake,Sanchez,Male,35,Yes,2,Not Graduate,No,2376,2361.4229366321174,274.91095277741107,360.0,1.0,Rural,Y,33012,Hialeah,25.89,-80.41
40638,LP001086,Karl,King,Male,24,No,0,Not Graduate,No,1302,730.8625992179286,200.2477902292424,360.0,0.0,Rural,Y,33012,Miami,25.9,-80.23
40640,LP002974,Damian,Cooper,Male,23,No,0,Graduate,No,755,1206.492619164059,187.19444841150806,360.0,1.0,Semiurban,Y,33142,Miami,25.7,-80.21
40641,LP001316,Raymond,Kennedy,Male,25,Yes,0,Graduate,No,1342,1789.213903830709,329.6542970392902,360.0,1.0,Urban,N,33129,Miami,25.76,-80.3
40644,LP002836,Alberto,Roberts,Male,25,Yes,0,Graduate,No,1727,2188.5709121678788,104.3070007602273,360.0,0.0,Rural,Y,33035,Miami,25.73,-80.24
40646,LP001639,Hunter,Parker,Female,34,Yes,0,Graduate,No,3953,3248.96144942058,173.44911553525031,36.0,1.0,Urban,N,33015,Miami,25.5,-80.35
40648,LP001565,Jason,Maxwell,Male,45,No,0,Graduate,No,3455,1026.8062809431035,235.26856526154387,300.0,1.0,Semiurban,Y,33138,Hialeah,25.49,-80.4
40651,LP002341,Fabian,Barnes,Male,24,No,1,Graduate,No,2816,961.7506221962639,258.20549877973207,360.0,1.0,Semiurban,Y,33161,Miami,25.77,-80.51
40655,LP001195,Isaac,Warren,Female,44,No,3+,Graduate,No,6329,3116.896297830779,172.3488520171143,360.0,1.0,Rural,Y,33128,Miami,25.86,-80.24
40657,LP002940,Jack,Russell,Male,39,No,0,Graduate,No,2036,3603.3723186350253,144.07517602589914,360.0,0.0,Semiurban,Y,33130,Miami Beach,25.93,-80.24
40658,LP002804,Herbert,Phillips,Female,48,Yes,0,Graduate,No,1176,1651.1154692691805,240.0289947955527,360.0,1.0,Rural,Y,33157,Miami,25.72,-80.18
40660,LP002776,Angel,Torres,Male,28,Yes,0,Graduate,No,1761,1668.6717170254412,176.98164132965994,360.0,1.0,Rural,Y,33149,Miami,25.65,-80.58
40665,LP002493,Jane,Bryant,Male,26,No,0,Graduate,No,2668,2292.1848160683053,170.46503096483775,360.0,1.0,Rural,Y,33143,Miami Beach,25.86,-80.51
40669,LP001421,Antero,Coleman,Male,20,No,0,Graduate,No,1523,3014.9661674747895,198.1667313429001,360.0,1.0,Urban,Y,33165,Miami,25.76,-80.24
40670,LP001994,Roy,Parker,Male,30,Yes,0,Not Graduate,No,2109,1568.3493155231508,138.53957973012353,360.0,1.0,Semiurban,Y,33182,Miami,25.76,-80.4
40671,LP002446,Miguel,Hamilton,Female,22,No,0,Graduate,No,4017,1768.407267669601,130.21654076566298,360.0,1.0,Semiurban,Y,33125,Miami,25.82,-80.21
40673,LP001011,Isaac,Harmon,Male,26,No,2,Graduate,No,3369,1742.2099256564106,141.3214295718961,360.0,1.0,Semiurban,N,33181,Miami,25.76,-80.58
40675,LP002250,Bianca,Parker,Male,29,No,0,Graduate,No,1732,2140.1242495203132,94.88491761240947,360.0,1.0,Urban,Y,33186,Miami,25.93,-80.21
40678,LP002948,Samuel,Barrett,Male,37,Yes,0,Not Graduate,No,2570,1880.1642107079074,191.09927311629932,360.0,1.0,Urban,Y,33177,Miami,25.78,-80.27
40679,LP001275,Mateo,Terry,Male,32,Yes,0,Graduate,No,1358,3381.079367707821,128.2298805875112,360.0,1.0,Semiurban,Y,33054,Miami,25.65,-80.24
40683,LP001603,Jessica,Coleman,Female,27,Yes,2,Not Graduate,No,2847,3343.2104419205234,179.27498804906162,84.0,0.0,Urban,Y,33129,Homestead,25.52,-80.36
